mt002,,
2014/12/30,,
,,
時刻,活動強度,運動種別
6:13:30,1.1,生活活動
6:13:40,1,生活活動
6:13:50,0,計測なし
6:14:00,0,計測なし
6:14:10,0,計測なし
6:14:20,0,計測なし
6:14:30,0,計測なし
6:14:40,0,計測なし
6:14:50,0,計測なし
6:15:00,0,計測なし
6:15:10,0,計測なし
6:15:20,0,計測なし
6:15:30,0,計測なし
6:15:40,0,計測なし
6:15:50,0,計測なし
6:16:00,0,計測なし
6:16:10,0,計測なし
6:16:20,0,計測なし
6:16:30,0,計測なし
6:16:40,0,計測なし
6:16:50,0,計測なし
6:17:00,0,計測なし
6:17:10,0,計測なし
6:17:20,0,計測なし
6:17:30,0,計測なし
6:17:40,0,計測なし
6:17:50,0,計測なし
6:18:00,0,計測なし
6:18:10,0,計測なし
6:18:20,1,生活活動
6:18:30,1,生活活動
6:18:40,0,計測なし
6:18:50,0,計測なし
6:19:00,0,計測なし
6:19:10,0,計測なし
6:19:20,0,計測なし
6:19:30,0,計測なし
6:19:40,0,計測なし
6:19:50,0,計測なし
6:20:00,0,計測なし
6:20:10,0,計測なし
6:20:20,0,計測なし
6:20:30,0,計測なし
6:20:40,0,計測なし
6:20:50,0,計測なし
6:21:00,0,計測なし
6:21:10,0,計測なし
6:21:20,0,計測なし
6:21:30,0,計測なし
6:21:40,0,計測なし
6:21:50,0,計測なし
6:22:00,0,計測なし
6:22:10,0,計測なし
6:22:20,0,計測なし
6:22:30,0,計測なし
6:22:40,0,計測なし
6:22:50,0,計測なし
6:23:00,0,計測なし
6:23:10,0,計測なし
6:23:20,0,計測なし
6:23:30,0,計測なし
6:23:40,0,計測なし
6:23:50,0,計測なし
6:24:00,0,計測なし
6:24:10,0,計測なし
6:24:20,0,計測なし
6:24:30,0,計測なし
6:24:40,0,計測なし
6:24:50,0,計測なし
6:25:00,0,計測なし
6:25:10,0,計測なし
6:25:20,0,計測なし
6:25:30,0,計測なし
6:25:40,0,計測なし
6:25:50,0,計測なし
6:26:00,0,計測なし
6:26:10,0,計測なし
6:26:20,0,計測なし
6:26:30,0,計測なし
6:26:40,0,計測なし
6:26:50,0,計測なし
6:27:00,0,計測なし
6:27:10,0,計測なし
6:27:20,0,計測なし
6:27:30,0,計測なし
6:27:40,0,計測なし
6:27:50,0,計測なし
6:28:00,0,計測なし
6:28:10,0,計測なし
6:28:20,0,計測なし
6:28:30,0,計測なし
6:28:40,0,計測なし
6:28:50,0,計測なし
6:29:00,0,計測なし
6:29:10,0,計測なし
6:29:20,0,計測なし
6:29:30,0,計測なし
6:29:40,0,計測なし
6:29:50,0,計測なし
6:30:00,0,計測なし
6:30:10,0,計測なし
6:30:20,0,計測なし
6:30:30,0,計測なし
6:30:40,0,計測なし
6:30:50,0,計測なし
6:31:00,0,計測なし
6:31:10,0,計測なし
6:31:20,0,計測なし
6:31:30,0,計測なし
6:31:40,0,計測なし
6:31:50,0,計測なし
6:32:00,0,計測なし
6:32:10,0,計測なし
6:32:20,0,計測なし
6:32:30,0,計測なし
6:32:40,0,計測なし
6:32:50,0,計測なし
6:33:00,0,計測なし
6:33:10,0,計測なし
6:33:20,0,計測なし
6:33:30,0,計測なし
6:33:40,0,計測なし
6:33:50,0,計測なし
6:34:00,0,計測なし
6:34:10,0,計測なし
6:34:20,0,計測なし
6:34:30,0,計測なし
6:34:40,0,計測なし
6:34:50,0,計測なし
6:35:00,0,計測なし
6:35:10,0,計測なし
6:35:20,0,計測なし
6:35:30,0,計測なし
6:35:40,0,計測なし
6:35:50,0,計測なし
6:36:00,0,計測なし
6:36:10,0,計測なし
6:36:20,0,計測なし
6:36:30,0,計測なし
6:36:40,0,計測なし
6:36:50,0,計測なし
6:37:00,0,計測なし
6:37:10,0,計測なし
6:37:20,0,計測なし
6:37:30,0,計測なし
6:37:40,0,計測なし
6:37:50,0,計測なし
6:38:00,0,計測なし
6:38:10,0,計測なし
6:38:20,0,計測なし
6:38:30,0,計測なし
6:38:40,0,計測なし
6:38:50,0,計測なし
6:39:00,0,計測なし
6:39:10,0,計測なし
6:39:20,0,計測なし
6:39:30,0,計測なし
6:39:40,0,計測なし
6:39:50,0,計測なし
6:40:00,0,計測なし
6:40:10,0,計測なし
6:40:20,0,計測なし
6:40:30,0,計測なし
6:40:40,0,計測なし
6:40:50,0,計測なし
6:41:00,0,計測なし
6:41:10,0,計測なし
6:41:20,0,計測なし
6:41:30,0,計測なし
6:41:40,0,計測なし
6:41:50,0,計測なし
6:42:00,0,計測なし
6:42:10,0,計測なし
6:42:20,0,計測なし
6:42:30,0,計測なし
6:42:40,0,計測なし
6:42:50,0,計測なし
6:43:00,0,計測なし
6:43:10,0,計測なし
6:43:20,0,計測なし
6:43:30,0,計測なし
6:43:40,0,計測なし
6:43:50,0,計測なし
6:44:00,0,計測なし
6:44:10,0,計測なし
6:44:20,0,計測なし
6:44:30,0,計測なし
6:44:40,0,計測なし
6:44:50,0,計測なし
6:45:00,0,計測なし
6:45:10,0,計測なし
6:45:20,0,計測なし
6:45:30,0,計測なし
6:45:40,0,計測なし
6:45:50,0,計測なし
6:46:00,0,計測なし
6:46:10,0,計測なし
6:46:20,0,計測なし
6:46:30,0,計測なし
6:46:40,0,計測なし
6:46:50,0,計測なし
6:47:00,0,計測なし
6:47:10,0,計測なし
6:47:20,0,計測なし
6:47:30,0,計測なし
6:47:40,0,計測なし
6:47:50,0,計測なし
6:48:00,0,計測なし
6:48:10,0,計測なし
6:48:20,0,計測なし
6:48:30,0,計測なし
6:48:40,0,計測なし
6:48:50,0,計測なし
6:49:00,0,計測なし
6:49:10,0,計測なし
6:49:20,0,計測なし
6:49:30,0,計測なし
6:49:40,0,計測なし
6:49:50,0,計測なし
6:50:00,0,計測なし
6:50:10,0,計測なし
6:50:20,0,計測なし
6:50:30,0,計測なし
6:50:40,0,計測なし
6:50:50,0,計測なし
6:51:00,0,計測なし
6:51:10,0,計測なし
6:51:20,0,計測なし
6:51:30,0,計測なし
6:51:40,0,計測なし
6:51:50,0,計測なし
6:52:00,0,計測なし
6:52:10,0,計測なし
6:52:20,0,計測なし
6:52:30,0,計測なし
6:52:40,0,計測なし
6:52:50,0,計測なし
6:53:00,0,計測なし
6:53:10,0,計測なし
6:53:20,0,計測なし
6:53:30,0,計測なし
6:53:40,0,計測なし
6:53:50,0,計測なし
6:54:00,0,計測なし
6:54:10,0,計測なし
6:54:20,0,計測なし
6:54:30,0,計測なし
6:54:40,0,計測なし
6:54:50,0,計測なし
6:55:00,0,計測なし
6:55:10,0,計測なし
6:55:20,0,計測なし
6:55:30,0,計測なし
6:55:40,0,計測なし
6:55:50,0,計測なし
6:56:00,0,計測なし
6:56:10,0,計測なし
6:56:20,0,計測なし
6:56:30,0,計測なし
6:56:40,0,計測なし
6:56:50,0,計測なし
6:57:00,0,計測なし
6:57:10,0,計測なし
6:57:20,0,計測なし
6:57:30,0,計測なし
6:57:40,0,計測なし
6:57:50,0,計測なし
6:58:00,0,計測なし
6:58:10,0,計測なし
6:58:20,0,計測なし
6:58:30,0,計測なし
6:58:40,0,計測なし
6:58:50,0,計測なし
6:59:00,0,計測なし
6:59:10,0,計測なし
6:59:20,0,計測なし
6:59:30,0,計測なし
6:59:40,0,計測なし
6:59:50,0,計測なし
7:00:00,0,計測なし
7:00:10,0,計測なし
7:00:20,0,計測なし
7:00:30,0,計測なし
7:00:40,0,計測なし
7:00:50,0,計測なし
7:01:00,0,計測なし
7:01:10,0,計測なし
7:01:20,0,計測なし
7:01:30,0,計測なし
7:01:40,0,計測なし
7:01:50,0,計測なし
7:02:00,0,計測なし
7:02:10,0,計測なし
7:02:20,0,計測なし
7:02:30,0,計測なし
7:02:40,0,計測なし
7:02:50,0,計測なし
7:03:00,0,計測なし
7:03:10,0,計測なし
7:03:20,0,計測なし
7:03:30,0,計測なし
7:03:40,0,計測なし
7:03:50,0,計測なし
7:04:00,0,計測なし
7:04:10,0,計測なし
7:04:20,0,計測なし
7:04:30,0,計測なし
7:04:40,0,計測なし
7:04:50,0,計測なし
7:05:00,0,計測なし
7:05:10,0,計測なし
7:05:20,0,計測なし
7:05:30,0,計測なし
7:05:40,0,計測なし
7:05:50,0,計測なし
7:06:00,0,計測なし
7:06:10,0,計測なし
7:06:20,0,計測なし
7:06:30,0,計測なし
7:06:40,0,計測なし
7:06:50,0,計測なし
7:07:00,0,計測なし
7:07:10,0,計測なし
7:07:20,0,計測なし
7:07:30,0,計測なし
7:07:40,0,計測なし
7:07:50,0,計測なし
7:08:00,1,生活活動
7:08:10,1.1,生活活動
7:08:20,1,生活活動
7:08:30,0,計測なし
7:08:40,0,計測なし
7:08:50,0,計測なし
7:09:00,0,計測なし
7:09:10,0,計測なし
7:09:20,0,計測なし
7:09:30,0,計測なし
7:09:40,0,計測なし
7:09:50,0,計測なし
7:10:00,0,計測なし
7:10:10,0,計測なし
7:10:20,0,計測なし
7:10:30,0,計測なし
7:10:40,0,計測なし
7:10:50,0,計測なし
7:11:00,0,計測なし
7:11:10,0,計測なし
7:11:20,0,計測なし
7:11:30,0,計測なし
7:11:40,0,計測なし
7:11:50,0,計測なし
7:12:00,0,計測なし
7:12:10,0,計測なし
7:12:20,0,計測なし
7:12:30,0,計測なし
7:12:40,0,計測なし
7:12:50,0,計測なし
7:13:00,0,計測なし
7:13:10,0,計測なし
7:13:20,0,計測なし
7:13:30,0,計測なし
7:13:40,0,計測なし
7:13:50,0,計測なし
7:14:00,0,計測なし
7:14:10,0,計測なし
7:14:20,0,計測なし
7:14:30,0,計測なし
7:14:40,0,計測なし
7:14:50,0,計測なし
7:15:00,0,計測なし
7:15:10,0,計測なし
7:15:20,0,計測なし
7:15:30,0,計測なし
7:15:40,0,計測なし
7:15:50,0,計測なし
7:16:00,0,計測なし
7:16:10,0,計測なし
7:16:20,0,計測なし
7:16:30,0,計測なし
7:16:40,0,計測なし
7:16:50,0,計測なし
7:17:00,0,計測なし
7:17:10,1,生活活動
7:17:20,0,計測なし
7:17:30,0,計測なし
7:17:40,0,計測なし
7:17:50,0,計測なし
7:18:00,0,計測なし
7:18:10,0,計測なし
7:18:20,1,生活活動
7:18:30,0,計測なし
7:18:40,0,計測なし
7:18:50,0,計測なし
7:19:00,0,計測なし
7:19:10,0,計測なし
7:19:20,0,計測なし
7:19:30,0,計測なし
7:19:40,0,計測なし
7:19:50,0,計測なし
7:20:00,0,計測なし
7:20:10,0,計測なし
7:20:20,0,計測なし
7:20:30,0,計測なし
7:20:40,0,計測なし
7:20:50,0,計測なし
7:21:00,0,計測なし
7:21:10,0,計測なし
7:21:20,0,計測なし
7:21:30,0,計測なし
7:21:40,0,計測なし
7:21:50,0,計測なし
7:22:00,0,計測なし
7:22:10,0,計測なし
7:22:20,0,計測なし
7:22:30,0,計測なし
7:22:40,0,計測なし
7:22:50,0,計測なし
7:23:00,0,計測なし
7:23:10,0,計測なし
7:23:20,0,計測なし
7:23:30,0,計測なし
7:23:40,0,計測なし
7:23:50,0,計測なし
7:24:00,0,計測なし
7:24:10,0,計測なし
7:24:20,0,計測なし
7:24:30,0,計測なし
7:24:40,0,計測なし
7:24:50,0,計測なし
7:25:00,0,計測なし
7:25:10,0,計測なし
7:25:20,0,計測なし
7:25:30,0,計測なし
7:25:40,0,計測なし
7:25:50,0,計測なし
7:26:00,0,計測なし
7:26:10,0,計測なし
7:26:20,0,計測なし
7:26:30,0,計測なし
7:26:40,0,計測なし
7:26:50,0,計測なし
7:27:00,0,計測なし
7:27:10,0,計測なし
7:27:20,0,計測なし
7:27:30,0,計測なし
7:27:40,0,計測なし
7:27:50,0,計測なし
7:28:00,0,計測なし
7:28:10,0,計測なし
7:28:20,0,計測なし
7:28:30,0,計測なし
7:28:40,0,計測なし
7:28:50,0,計測なし
7:29:00,0,計測なし
7:29:10,0,計測なし
7:29:20,0,計測なし
7:29:30,0,計測なし
7:29:40,0,計測なし
7:29:50,0,計測なし
7:30:00,0,計測なし
7:30:10,0,計測なし
7:30:20,0,計測なし
7:30:30,0,計測なし
7:30:40,0,計測なし
7:30:50,0,計測なし
7:31:00,0,計測なし
7:31:10,0,計測なし
7:31:20,0,計測なし
7:31:30,0,計測なし
7:31:40,0,計測なし
7:31:50,0,計測なし
7:32:00,0,計測なし
7:32:10,0,計測なし
7:32:20,0,計測なし
7:32:30,0,計測なし
7:32:40,0,計測なし
7:32:50,0,計測なし
7:33:00,0,計測なし
7:33:10,0,計測なし
7:33:20,0,計測なし
7:33:30,0,計測なし
7:33:40,0,計測なし
7:33:50,0,計測なし
7:34:00,0,計測なし
7:34:10,0,計測なし
7:34:20,0,計測なし
7:34:30,0,計測なし
7:34:40,0,計測なし
7:34:50,0,計測なし
7:35:00,0,計測なし
7:35:10,0,計測なし
7:35:20,0,計測なし
7:35:30,0,計測なし
7:35:40,0,計測なし
7:35:50,0,計測なし
7:36:00,0,計測なし
7:36:10,0,計測なし
7:36:20,0,計測なし
7:36:30,0,計測なし
7:36:40,0,計測なし
7:36:50,0,計測なし
7:37:00,0,計測なし
7:37:10,0,計測なし
7:37:20,0,計測なし
7:37:30,0,計測なし
7:37:40,0,計測なし
7:37:50,0,計測なし
7:38:00,0,計測なし
7:38:10,0,計測なし
7:38:20,0,計測なし
7:38:30,0,計測なし
7:38:40,0,計測なし
7:38:50,0,計測なし
7:39:00,0,計測なし
7:39:10,0,計測なし
7:39:20,0,計測なし
7:39:30,0,計測なし
7:39:40,0,計測なし
7:39:50,0,計測なし
7:40:00,0,計測なし
7:40:10,0,計測なし
7:40:20,0,計測なし
7:40:30,0,計測なし
7:40:40,0,計測なし
7:40:50,0,計測なし
7:41:00,0,計測なし
7:41:10,0,計測なし
7:41:20,0,計測なし
7:41:30,0,計測なし
7:41:40,0,計測なし
7:41:50,0,計測なし
7:42:00,0,計測なし
7:42:10,0,計測なし
7:42:20,0,計測なし
7:42:30,0,計測なし
7:42:40,0,計測なし
7:42:50,0,計測なし
7:43:00,0,計測なし
7:43:10,0,計測なし
7:43:20,0,計測なし
7:43:30,0,計測なし
7:43:40,0,計測なし
7:43:50,0,計測なし
7:44:00,0,計測なし
7:44:10,0,計測なし
7:44:20,0,計測なし
7:44:30,0,計測なし
7:44:40,0,計測なし
7:44:50,0,計測なし
7:45:00,0,計測なし
7:45:10,0,計測なし
7:45:20,0,計測なし
7:45:30,0,計測なし
7:45:40,0,計測なし
7:45:50,0,計測なし
7:46:00,0,計測なし
7:46:10,0,計測なし
7:46:20,0,計測なし
7:46:30,0,計測なし
7:46:40,0,計測なし
7:46:50,0,計測なし
7:47:00,0,計測なし
7:47:10,0,計測なし
7:47:20,0,計測なし
7:47:30,0,計測なし
7:47:40,0,計測なし
7:47:50,0,計測なし
7:48:00,0,計測なし
7:48:10,0,計測なし
7:48:20,0,計測なし
7:48:30,0,計測なし
7:48:40,0,計測なし
7:48:50,0,計測なし
7:49:00,0,計測なし
7:49:10,0,計測なし
7:49:20,0,計測なし
7:49:30,0,計測なし
7:49:40,0,計測なし
7:49:50,0,計測なし
7:50:00,0,計測なし
7:50:10,0,計測なし
7:50:20,0,計測なし
7:50:30,0,計測なし
7:50:40,0,計測なし
7:50:50,0,計測なし
7:51:00,0,計測なし
7:51:10,0,計測なし
7:51:20,0,計測なし
7:51:30,0,計測なし
7:51:40,0,計測なし
7:51:50,0,計測なし
7:52:00,0,計測なし
7:52:10,0,計測なし
7:52:20,0,計測なし
7:52:30,0,計測なし
7:52:40,0,計測なし
7:52:50,0,計測なし
7:53:00,0,計測なし
7:53:10,0,計測なし
7:53:20,0,計測なし
7:53:30,0,計測なし
7:53:40,0,計測なし
7:53:50,0,計測なし
7:54:00,0,計測なし
7:54:10,0,計測なし
7:54:20,0,計測なし
7:54:30,0,計測なし
7:54:40,0,計測なし
7:54:50,0,計測なし
7:55:00,0,計測なし
7:55:10,0,計測なし
7:55:20,0,計測なし
7:55:30,0,計測なし
7:55:40,0,計測なし
7:55:50,0,計測なし
7:56:00,0,計測なし
7:56:10,0,計測なし
7:56:20,0,計測なし
7:56:30,0,計測なし
7:56:40,0,計測なし
7:56:50,0,計測なし
7:57:00,0,計測なし
7:57:10,0,計測なし
7:57:20,0,計測なし
7:57:30,0,計測なし
7:57:40,0,計測なし
7:57:50,0,計測なし
7:58:00,0,計測なし
7:58:10,0,計測なし
7:58:20,0,計測なし
7:58:30,0,計測なし
7:58:40,0,計測なし
7:58:50,0,計測なし
7:59:00,0,計測なし
7:59:10,0,計測なし
7:59:20,0,計測なし
7:59:30,0,計測なし
7:59:40,0,計測なし
7:59:50,0,計測なし
8:00:00,0,計測なし
8:00:10,0,計測なし
8:00:20,0,計測なし
8:00:30,0,計測なし
8:00:40,0,計測なし
8:00:50,0,計測なし
8:01:00,0,計測なし
8:01:10,0,計測なし
8:01:20,0,計測なし
8:01:30,0,計測なし
8:01:40,1,生活活動
8:01:50,0,計測なし
8:02:00,0,計測なし
8:02:10,1.1,生活活動
8:02:20,0,計測なし
8:02:30,0,計測なし
8:02:40,0,計測なし
8:02:50,0,計測なし
8:03:00,0,計測なし
8:03:10,0,計測なし
8:03:20,0,計測なし
8:03:30,0,計測なし
8:03:40,0,計測なし
8:03:50,0,計測なし
8:04:00,0,計測なし
8:04:10,0,計測なし
8:04:20,0,計測なし
8:04:30,0,計測なし
8:04:40,0,計測なし
8:04:50,0,計測なし
8:05:00,0,計測なし
8:05:10,0,計測なし
8:05:20,0,計測なし
8:05:30,0,計測なし
8:05:40,0,計測なし
8:05:50,0,計測なし
8:06:00,0,計測なし
8:06:10,0,計測なし
8:06:20,0,計測なし
8:06:30,0,計測なし
8:06:40,0,計測なし
8:06:50,0,計測なし
8:07:00,0,計測なし
8:07:10,0,計測なし
8:07:20,0,計測なし
8:07:30,0,計測なし
8:07:40,0,計測なし
8:07:50,0,計測なし
8:08:00,0,計測なし
8:08:10,0,計測なし
8:08:20,0,計測なし
8:08:30,0,計測なし
8:08:40,0,計測なし
8:08:50,0,計測なし
8:09:00,0,計測なし
8:09:10,0,計測なし
8:09:20,0,計測なし
8:09:30,0,計測なし
8:09:40,0,計測なし
8:09:50,0,計測なし
8:10:00,0,計測なし
8:10:10,0,計測なし
8:10:20,0,計測なし
8:10:30,0,計測なし
8:10:40,0,計測なし
8:10:50,1,生活活動
8:11:00,0,計測なし
8:11:10,0,計測なし
8:11:20,1,生活活動
8:11:30,1,生活活動
8:11:40,0,計測なし
8:11:50,0,計測なし
8:12:00,0,計測なし
8:12:10,0,計測なし
8:12:20,0,計測なし
8:12:30,0,計測なし
8:12:40,0,計測なし
8:12:50,0,計測なし
8:13:00,0,計測なし
8:13:10,0,計測なし
8:13:20,0,計測なし
8:13:30,0,計測なし
8:13:40,0,計測なし
8:13:50,0,計測なし
8:14:00,0,計測なし
8:14:10,0,計測なし
8:14:20,0,計測なし
8:14:30,1.1,生活活動
8:14:40,1,生活活動
8:14:50,0,計測なし
8:15:00,0,計測なし
8:15:10,0,計測なし
8:15:20,0,計測なし
8:15:30,0,計測なし
8:15:40,0,計測なし
8:15:50,0,計測なし
8:16:00,0,計測なし
8:16:10,0,計測なし
8:16:20,0,計測なし
8:16:30,0,計測なし
8:16:40,0,計測なし
8:16:50,0,計測なし
8:17:00,0,計測なし
8:17:10,0,計測なし
8:17:20,0,計測なし
8:17:30,0,計測なし
8:17:40,0,計測なし
8:17:50,0,計測なし
8:18:00,0,計測なし
8:18:10,0,計測なし
8:18:20,0,計測なし
8:18:30,0,計測なし
8:18:40,0,計測なし
8:18:50,0,計測なし
8:19:00,0,計測なし
8:19:10,0,計測なし
8:19:20,0,計測なし
8:19:30,0,計測なし
8:19:40,0,計測なし
8:19:50,0,計測なし
8:20:00,0,計測なし
8:20:10,0,計測なし
8:20:20,0,計測なし
8:20:30,0,計測なし
8:20:40,0,計測なし
8:20:50,0,計測なし
8:21:00,0,計測なし
8:21:10,0,計測なし
8:21:20,0,計測なし
8:21:30,0,計測なし
8:21:40,0,計測なし
8:21:50,0,計測なし
8:22:00,0,計測なし
8:22:10,0,計測なし
8:22:20,0,計測なし
8:22:30,0,計測なし
8:22:40,0,計測なし
8:22:50,0,計測なし
8:23:00,0,計測なし
8:23:10,0,計測なし
8:23:20,0,計測なし
8:23:30,0,計測なし
8:23:40,0,計測なし
8:23:50,0,計測なし
8:24:00,0,計測なし
8:24:10,0,計測なし
8:24:20,0,計測なし
8:24:30,0,計測なし
8:24:40,0,計測なし
8:24:50,0,計測なし
8:25:00,0,計測なし
8:25:10,0,計測なし
8:25:20,0,計測なし
8:25:30,0,計測なし
8:25:40,0,計測なし
8:25:50,0,計測なし
8:26:00,0,計測なし
8:26:10,0,計測なし
8:26:20,0,計測なし
8:26:30,0,計測なし
8:26:40,0,計測なし
8:26:50,0,計測なし
8:27:00,0,計測なし
8:27:10,0,計測なし
8:27:20,0,計測なし
8:27:30,0,計測なし
8:27:40,0,計測なし
8:27:50,0,計測なし
8:28:00,0,計測なし
8:28:10,0,計測なし
8:28:20,0,計測なし
8:28:30,0,計測なし
8:28:40,0,計測なし
8:28:50,0,計測なし
8:29:00,0,計測なし
8:29:10,0,計測なし
8:29:20,0,計測なし
8:29:30,0,計測なし
8:29:40,0,計測なし
8:29:50,0,計測なし
8:30:00,0,計測なし
8:30:10,0,計測なし
8:30:20,0,計測なし
8:30:30,0,計測なし
8:30:40,0,計測なし
8:30:50,0,計測なし
8:31:00,0,計測なし
8:31:10,0,計測なし
8:31:20,0,計測なし
8:31:30,0,計測なし
8:31:40,0,計測なし
8:31:50,0,計測なし
8:32:00,0,計測なし
8:32:10,0,計測なし
8:32:20,0,計測なし
8:32:30,0,計測なし
8:32:40,0,計測なし
8:32:50,0,計測なし
8:33:00,0,計測なし
8:33:10,0,計測なし
8:33:20,0,計測なし
8:33:30,0,計測なし
8:33:40,0,計測なし
8:33:50,0,計測なし
8:34:00,0,計測なし
8:34:10,0,計測なし
8:34:20,0,計測なし
8:34:30,0,計測なし
8:34:40,0,計測なし
8:34:50,0,計測なし
8:35:00,0,計測なし
8:35:10,0,計測なし
8:35:20,0,計測なし
8:35:30,0,計測なし
8:35:40,0,計測なし
8:35:50,0,計測なし
8:36:00,0,計測なし
8:36:10,0,計測なし
8:36:20,0,計測なし
8:36:30,0,計測なし
8:36:40,0,計測なし
8:36:50,0,計測なし
8:37:00,0,計測なし
8:37:10,0,計測なし
8:37:20,0,計測なし
8:37:30,0,計測なし
8:37:40,0,計測なし
8:37:50,0,計測なし
8:38:00,0,計測なし
8:38:10,0,計測なし
8:38:20,0,計測なし
8:38:30,0,計測なし
8:38:40,0,計測なし
8:38:50,0,計測なし
8:39:00,0,計測なし
8:39:10,0,計測なし
8:39:20,0,計測なし
8:39:30,0,計測なし
8:39:40,0,計測なし
8:39:50,0,計測なし
8:40:00,0,計測なし
8:40:10,0,計測なし
8:40:20,0,計測なし
8:40:30,0,計測なし
8:40:40,0,計測なし
8:40:50,0,計測なし
8:41:00,0,計測なし
8:41:10,0,計測なし
8:41:20,1,生活活動
8:41:30,1,生活活動
8:41:40,0,計測なし
8:41:50,0,計測なし
8:42:00,0,計測なし
8:42:10,0,計測なし
8:42:20,0,計測なし
8:42:30,0,計測なし
8:42:40,0,計測なし
8:42:50,0,計測なし
8:43:00,0,計測なし
8:43:10,0,計測なし
8:43:20,0,計測なし
8:43:30,0,計測なし
8:43:40,0,計測なし
8:43:50,0,計測なし
8:44:00,0,計測なし
8:44:10,0,計測なし
8:44:20,0,計測なし
8:44:30,0,計測なし
8:44:40,0,計測なし
8:44:50,0,計測なし
8:45:00,0,計測なし
8:45:10,0,計測なし
8:45:20,0,計測なし
8:45:30,0,計測なし
8:45:40,0,計測なし
8:45:50,0,計測なし
8:46:00,0,計測なし
8:46:10,0,計測なし
8:46:20,0,計測なし
8:46:30,0,計測なし
8:46:40,0,計測なし
8:46:50,0,計測なし
8:47:00,0,計測なし
8:47:10,0,計測なし
8:47:20,0,計測なし
8:47:30,0,計測なし
8:47:40,0,計測なし
8:47:50,0,計測なし
8:48:00,0,計測なし
8:48:10,0,計測なし
8:48:20,0,計測なし
8:48:30,0,計測なし
8:48:40,0,計測なし
8:48:50,0,計測なし
8:49:00,0,計測なし
8:49:10,0,計測なし
8:49:20,0,計測なし
8:49:30,0,計測なし
8:49:40,0,計測なし
8:49:50,0,計測なし
8:50:00,0,計測なし
8:50:10,0,計測なし
8:50:20,0,計測なし
8:50:30,0,計測なし
8:50:40,0,計測なし
8:50:50,0,計測なし
8:51:00,0,計測なし
8:51:10,0,計測なし
8:51:20,0,計測なし
8:51:30,0,計測なし
8:51:40,0,計測なし
8:51:50,0,計測なし
8:52:00,0,計測なし
8:52:10,0,計測なし
8:52:20,0,計測なし
8:52:30,0,計測なし
8:52:40,0,計測なし
8:52:50,0,計測なし
8:53:00,0,計測なし
8:53:10,0,計測なし
8:53:20,0,計測なし
8:53:30,0,計測なし
8:53:40,0,計測なし
8:53:50,0,計測なし
8:54:00,0,計測なし
8:54:10,0,計測なし
8:54:20,0,計測なし
8:54:30,0,計測なし
8:54:40,0,計測なし
8:54:50,0,計測なし
8:55:00,0,計測なし
8:55:10,0,計測なし
8:55:20,0,計測なし
8:55:30,0,計測なし
8:55:40,0,計測なし
8:55:50,0,計測なし
8:56:00,0,計測なし
8:56:10,0,計測なし
8:56:20,0,計測なし
8:56:30,0,計測なし
8:56:40,0,計測なし
8:56:50,0,計測なし
8:57:00,0,計測なし
8:57:10,0,計測なし
8:57:20,0,計測なし
8:57:30,0,計測なし
8:57:40,0,計測なし
8:57:50,0,計測なし
8:58:00,0,計測なし
8:58:10,0,計測なし
8:58:20,0,計測なし
8:58:30,0,計測なし
8:58:40,0,計測なし
8:58:50,0,計測なし
8:59:00,0,計測なし
8:59:10,0,計測なし
8:59:20,0,計測なし
8:59:30,0,計測なし
8:59:40,0,計測なし
8:59:50,0,計測なし
9:00:00,0,計測なし
9:00:10,0,計測なし
9:00:20,0,計測なし
9:00:30,0,計測なし
9:00:40,0,計測なし
9:00:50,0,計測なし
9:01:00,0,計測なし
9:01:10,0,計測なし
9:01:20,0,計測なし
9:01:30,0,計測なし
9:01:40,0,計測なし
9:01:50,0,計測なし
9:02:00,0,計測なし
9:02:10,0,計測なし
9:02:20,0,計測なし
9:02:30,0,計測なし
9:02:40,0,計測なし
9:02:50,0,計測なし
9:03:00,0,計測なし
9:03:10,0,計測なし
9:03:20,0,計測なし
9:03:30,0,計測なし
9:03:40,0,計測なし
9:03:50,0,計測なし
9:04:00,0,計測なし
9:04:10,0,計測なし
9:04:20,0,計測なし
9:04:30,0,計測なし
9:04:40,0,計測なし
9:04:50,0,計測なし
9:05:00,0,計測なし
9:05:10,0,計測なし
9:05:20,0,計測なし
9:05:30,0,計測なし
9:05:40,0,計測なし
9:05:50,0,計測なし
9:06:00,0,計測なし
9:06:10,0,計測なし
9:06:20,0,計測なし
9:06:30,0,計測なし
9:06:40,0,計測なし
9:06:50,0,計測なし
9:07:00,0,計測なし
9:07:10,0,計測なし
9:07:20,1,生活活動
9:07:30,1.5,生活活動
9:07:40,0,計測なし
9:07:50,0,計測なし
9:08:00,0,計測なし
9:08:10,0,計測なし
9:08:20,0,計測なし
9:08:30,0,計測なし
9:08:40,0,計測なし
9:08:50,0,計測なし
9:09:00,0,計測なし
9:09:10,0,計測なし
9:09:20,0,計測なし
9:09:30,0,計測なし
9:09:40,0,計測なし
9:09:50,0,計測なし
9:10:00,0,計測なし
9:10:10,0,計測なし
9:10:20,0,計測なし
9:10:30,0,計測なし
9:10:40,0,計測なし
9:10:50,0,計測なし
9:11:00,0,計測なし
9:11:10,0,計測なし
9:11:20,0,計測なし
9:11:30,0,計測なし
9:11:40,0,計測なし
9:11:50,0,計測なし
9:12:00,0,計測なし
9:12:10,0,計測なし
